Right Hand
==============
     JOINT_RING_JT2)	X: 0.147092, Y: 0.036436, Z: 0.323580 
     JOINT_RING_TIP)	X: 0.145393, Y: 0.016921, Z: 0.327616 
     JOINT_PINKY_BASE)	X: 0.194470, Y: 0.041990, Z: 0.307641 
     JOINT_PINKY_JT1)	X: 0.162896, Y: 0.050656, Z: 0.324875 
     JOINT_PINKY_JT2)	X: 0.158326, Y: 0.034524, Z: 0.322067 
     JOINT_PINKY_TIP)	X: 0.154293, Y: 0.020291, Z: 0.319589 
Right Hand
==============
     JOINT_WRIST)	X: 0.152477, Y: -0.021987, Z: 0.323869 
     JOINT_CENTER)	X: 0.156282, Y: 0.011280, Z: 0.298515 
     JOINT_THUMB_BASE)	X: 0.137772, Y: -0.020639, Z: 0.308519 
     JOINT_THUMB_JT1)	X: 0.125361, Y: -0.012673, Z: 0.273497 
     JOINT_THUMB_JT2)	X: 0.101818, Y: 0.009318, Z: 0.269210 
     JOINT_THUMB_TIP)	X: 0.092143, Y: 0.026350, Z: 0.259642 
     JOINT_INDEX_BASE)	X: 0.139712, Y: 0.035623, Z: 0.261306 
     JOINT_INDEX_JT1)	X: 0.112129, Y: 0.048754, Z: 0.292972 
     JOINT_INDEX_JT2)	X: 0.111578, Y: 0.027636, Z: 0.299117 
     JOINT_INDEX_TIP)	X: 0.111077, Y: 0.008439, Z: 0.304702 
     JOINT_MIDDLE_BASE)	X: 0.159905, Y: 0.042963, Z: 0.274368 
     JOINT_MIDDLE_JT1)	X: 0.130666, Y: 0.057497, Z: 0.309551 
     JOINT_MIDDLE_JT2)	X: 0.131779, Y: 0.031067, Z: 0.318729 
     JOINT_MIDDLE_TIP)	X: 0.132574, Y: 0.012189, Z: 0.325284 
     JOINT_RING_BASE)	X: 0.176125, Y: 0.045422, Z: 0.287856 
     JOINT_RING_JT1)	X: 0.148425, Y: 0.058136, Z: 0.318190 
     JOINT_RING_JT2)	X: 0.146486, Y: 0.036799, Z: 0.323187 
     JOINT_RING_TIP)	X: 0.144723, Y: 0.017402, Z: 0.327729 
     JOINT_PINKY_BASE)	X: 0.194235, Y: 0.042023, Z: 0.308279 
     JOINT_PINKY_JT1)	X: 0.162227, Y: 0.051090, Z: 0.324472 
     JOINT_PINKY_JT2)	X: 0.157757, Y: 0.034875, Z: 0.322008 
     JOINT_PINKY_TIP)	X: 0.153813, Y: 0.020567, Z: 0.319834 
Right Hand
==============
     JOINT_WRIST)	X: 0.151832, Y: -0.021872, Z: 0.324716 
     JOINT_CENTER)	X: 0.156102, Y: 0.010899, Z: 0.298797 
     JOINT_THUMB_BASE)	X: 0.137499, Y: -0.020906, Z: 0.308990 
     JOINT_THUMB_JT1)	X: 0.125909, Y: -0.013705, Z: 0.273524 
     JOINT_THUMB_JT2)	X: 0.102378, Y: 0.008076, Z: 0.268225 
     JOINT_THUMB_TIP)	X: 0.092862, Y: 0.024865, Z: 0.258083 
     JOINT_INDEX_BASE)	X: 0.140333, Y: 0.034409, Z: 0.260714 
     JOINT_INDEX_JT1)	X: 0.111927, Y: 0.048031, Z: 0.291431 
     JOINT_INDEX_JT2)	X: 0.111323, Y: 0.027039, Z: 0.297984 
     JOINT_INDEX_TIP)	X: 0.110774, Y: 0.007955, Z: 0.303941 
     JOINT_MIDDLE_BASE)	X: 0.160169, Y: 0.042110, Z: 0.274112 
     JOINT_MIDDLE_JT1)	X: 0.130015, Y: 0.057198, Z: 0.308275 
     JOINT_MIDDLE_JT2)	X: 0.131024, Y: 0.030963, Z: 0.318007 
     JOINT_MIDDLE_TIP)	X: 0.131745, Y: 0.012225, Z: 0.324960 
     JOINT_RING_BASE)	X: 0.176043, Y: 0.044920, Z: 0.287938 
     JOINT_RING_JT1)	X: 0.147556, Y: 0.058100, Z: 0.317328 
     JOINT_RING_JT2)	X: 0.145592, Y: 0.036858, Z: 0.322705 
     JOINT_RING_TIP)	X: 0.143807, Y: 0.017547, Z: 0.327593 
     JOINT_PINKY_BASE)	X: 0.193666, Y: 0.042022, Z: 0.308859 
     JOINT_PINKY_JT1)	X: 0.161232, Y: 0.051251, Z: 0.324084 
     JOINT_PINKY_JT2)	X: 0.156897, Y: 0.034967, Z: 0.321839 
     JOINT_PINKY_TIP)	X: 0.153073, Y: 0.020598, Z: 0.319859 
Right Hand
==============
     JOINT_WRIST)	X: 0.151492, Y: -0.021809, Z: 0.325183 
     JOINT_CENTER)	X: 0.156050, Y: 0.010636, Z: 0.298905 
     JOINT_THUMB_BASE)	X: 0.137358, Y: -0.021063, Z: 0.309265 
     JOINT_THUMB_JT1)	X: 0.126210, Y: -0.014330, Z: 0.273566 
     JOINT_THUMB_JT2)	X: 0.102722, Y: 0.007351, Z: 0.267693 
     JOINT_THUMB_TIP)	X: 0.093315, Y: 0.023995, Z: 0.257219 
     JOINT_INDEX_BASE)	X: 0.140737, Y: 0.033638, Z: 0.260329 
     JOINT_INDEX_JT1)	X: 0.111927, Y: 0.047610, Z: 0.290508 
     JOINT_INDEX_JT2)	X: 0.111266, Y: 0.026702, Z: 0.297319 
     JOINT_INDEX_TIP)	X: 0.110664, Y: 0.007694, Z: 0.303511 
     JOINT_MIDDLE_BASE)	X: 0.160392, Y: 0.041536, Z: 0.273878 
     JOINT_MIDDLE_JT1)	X: 0.129789, Y: 0.057015, Z: 0.307461 
     JOINT_MIDDLE_JT2)	X: 0.130706, Y: 0.030908, Z: 0.317539 
     JOINT_MIDDLE_TIP)	X: 0.131362, Y: 0.012260, Z: 0.324737 
     JOINT_RING_BASE)	X: 0.176086, Y: 0.044543, Z: 0.287867 
     JOINT_RING_JT1)	X: 0.147212, Y: 0.058056, Z: 0.316723 
     JOINT_RING_JT2)	X: 0.145206, Y: 0.036881, Z: 0.322345 
     JOINT_RING_TIP)	X: 0.143383, Y: 0.017632, Z: 0.327456 
     JOINT_PINKY_BASE)	X: 0.193446, Y: 0.041936, Z: 0.309044 
     JOINT_PINKY_JT1)	X: 0.160810, Y: 0.051312, Z: 0.323739 
     JOINT_PINKY_JT2)	X: 0.156524, Y: 0.034995, Z: 0.321647 
     JOINT_PINKY_TIP)	X: 0.152742, Y: 0.020597, Z: 0.319801 
